age,weekly_watch_hours,skip_rate,avg_rating_given,logins_per_week,subscription_type,content_diversity_score,days_since_last_login,notifications_clicked,watch_streak_days,engagement_level
50,,0.58,3.7,6,Basic,0.14,10,3,23,1
37,,0.89,3.9,4,Free,0.91,56,1,8,0
58,6.95,0.7,4.7,5,Free,0.68,0,5,15,2
30,21.13,0.2,1.3,4,Premium,0.66,46,0,13,2
37,5.49,0.43,1.8,3,Free,0.88,15,3,4,0
52,14.81,0.49,1.3,8,Free,0.83,33,4,27,2
57,4.72,0.06,4.5,5,Basic,0.35,44,4,26,1
27,9.86,0.95,4.2,8,Free,0.71,31,2,19,1
62,10.53,0.13,3.3,3,Basic,0.05,43,5,14,1
64,1.53,,1.3,6,Basic,0.46,45,1,9,0
57,,0.51,2.1,5,Premium,0.94,32,2,24,1
53,8.11,0.03,2.2,4,Basic,0.27,10,2,11,1
33,0.59,0.92,3.2,5,Free,0.05,35,5,5,0
60,3.59,0.85,2.0,3,Basic,0.58,12,5,18,0
50,6.12,,1.3,1,Premium,0.36,56,4,13,0
45,44.63,0.23,,5,Free,0.38,19,2,13,2
39,5.15,0.93,2.2,3,Free,0.58,24,2,6,0
57,,0.36,2.8,6,Premium,0.62,5,3,24,2
45,,0.26,1.5,5,Free,0.44,36,2,9,0
29,12.73,0.51,4.2,1,Free,0.51,25,1,29,2
21,7.24,0.97,3.3,6,Free,0.99,3,1,14,1
18,17.41,0.57,4.6,1,Free,0.96,44,2,14,1
31,4.23,,3.0,9,Basic,0.71,25,2,17,0
22,7.42,0.65,4.8,6,Free,0.16,17,1,27,1
29,7.95,0.48,,4,Free,0.36,12,2,8,1
24,4.32,0.85,3.3,2,Basic,0.88,7,4,27,1
30,1.25,0.47,,3,Basic,0.42,50,5,15,0
36,0.79,0.87,2.3,4,Premium,0.96,46,4,1,0
50,0.13,0.29,2.5,6,Free,0.49,32,4,20,0
17,,0.13,1.2,2,Free,0.86,42,5,27,2
42,2.16,0.86,3.4,2,Basic,0.04,15,3,14,0
17,1.9,0.59,3.9,3,Free,0.43,41,3,12,0
50,10.66,0.86,4.1,4,Free,0.7,38,2,0,0
33,3.09,0.94,1.6,1,Basic,0.86,30,2,1,0
29,5.64,0.05,2.8,3,Free,0.61,39,2,15,1
35,1.42,0.5,1.7,3,Basic,0.17,22,4,22,0
33,25.7,0.37,,2,Basic,0.89,51,6,27,2
25,15.26,0.63,1.6,7,Free,0.57,15,3,3,1
40,15.95,0.79,,2,Free,0.11,55,3,22,1
17,4.18,0.28,1.9,8,Free,0.46,9,9,19,2
40,11.5,0.56,,5,Free,0.7,35,3,0,0
48,1.24,0.71,4.4,7,Premium,0.45,30,3,29,1
51,0.07,,2.8,1,Basic,0.87,43,6,5,0
46,0.16,0.81,1.1,2,Free,0.42,31,4,24,0
29,7.07,0.61,,4,Free,0.58,20,1,15,1
16,4.86,0.95,,4,Free,0.21,15,3,15,0
61,,0.34,4.9,8,Premium,0.51,55,2,5,0
31,0.06,0.11,3.4,1,Premium,0.22,28,5,29,1
61,,0.51,,2,Free,0.23,49,0,14,0
18,10.13,0.09,3.3,3,Premium,0.28,47,1,26,1
50,4.68,0.97,1.3,5,Free,0.04,44,0,6,0
56,,0.04,4.2,5,Free,0.16,15,3,6,1
21,2.12,0.75,4.7,2,Free,0.42,57,2,29,0
40,13.42,0.53,4.5,3,Basic,0.13,14,6,11,1
28,7.1,0.85,2.4,7,Free,0.13,7,1,0,0
49,,0.07,2.3,4,Premium,0.97,14,4,1,1
23,,0.62,1.1,8,Free,0.43,20,1,16,0
36,7.91,0.59,3.6,4,Basic,0.4,20,2,16,1
49,14.17,0.28,3.1,3,Free,0.27,6,2,7,1
19,4.3,0.91,2.8,5,Free,0.51,51,5,3,0
40,2.39,,4.6,7,Free,0.6,18,3,12,1
30,16.14,0.45,1.7,5,Premium,0.42,21,3,25,2
19,8.85,0.54,1.0,3,Basic,0.39,45,1,12,0
60,4.75,0.1,1.3,5,Free,0.7,37,3,10,0
27,5.35,0.93,1.9,3,Free,0.95,12,8,11,1
47,1.83,0.37,,6,Basic,0.88,25,8,23,1
47,7.89,0.08,,1,Free,0.12,43,2,13,0
43,3.55,0.39,2.3,6,Premium,0.65,21,1,20,1
28,43.49,,1.7,4,Premium,0.01,6,1,0,2
46,5.23,0.51,4.0,1,Basic,0.63,51,4,8,0
29,5.32,0.69,,1,Basic,0.46,34,3,2,0
35,,0.06,3.8,3,Basic,0.49,2,4,6,1
33,19.89,0.28,2.4,4,Free,0.59,34,2,14,2
44,12.91,0.82,3.0,4,Free,0.74,46,4,6,0
21,4.8,0.08,4.7,5,Free,0.73,15,5,10,2
47,10.15,0.91,,3,Premium,0.04,44,4,15,0
44,7.06,0.09,3.0,8,Basic,0.74,15,2,25,2
58,5.42,0.83,4.4,5,Free,0.83,1,1,25,2
17,1.71,0.36,3.4,8,Basic,0.07,37,4,11,0
38,,0.61,2.1,4,Free,0.32,16,2,26,1
34,2.26,0.15,2.6,3,Premium,0.79,37,1,19,0
46,,,3.7,3,Free,0.49,23,4,23,2
20,3.27,0.22,4.6,4,Basic,0.69,21,5,7,1
34,24.34,,1.2,3,Free,0.5,49,3,12,2
49,6.09,0.31,1.3,5,Basic,0.98,22,3,1,0
25,7.99,0.51,2.3,2,Free,0.94,43,3,7,0
40,6.26,0.59,1.9,4,Free,0.28,18,7,14,1
17,1.11,,2.1,6,Basic,0.39,56,1,11,0
26,3.77,0.66,1.9,2,Basic,0.43,43,2,26,0
46,,0.87,1.8,4,Premium,0.1,58,1,4,0
30,,0.41,1.5,5,Basic,0.4,55,3,1,0
24,4.74,0.47,4.7,7,Basic,0.77,21,5,11,1
38,12.04,,1.6,2,Premium,0.85,16,2,5,1
34,1.99,0.84,,4,Premium,0.89,1,3,26,1
24,1.44,0.23,2.0,3,Basic,0.01,13,3,7,0
50,4.17,0.01,4.7,3,Basic,0.79,27,4,3,1
36,20.89,0.65,4.0,7,Premium,0.5,12,1,9,2
24,9.91,0.2,4.2,8,Basic,0.21,55,3,15,1
43,4.34,0.89,1.4,2,Basic,0.5,37,2,28,0
61,,0.86,4.3,10,Free,0.84,16,5,24,2
22,0.7,0.08,2.6,4,Basic,0.43,8,3,29,2
31,33.37,0.11,,6,Free,0.99,39,2,7,2
31,8.78,0.5,,3,Free,0.62,13,3,28,2
48,2.69,0.61,4.3,2,Premium,0.49,1,3,15,1
19,7.05,0.27,4.1,3,Basic,0.29,41,1,22,1
19,0.93,0.87,4.6,6,Free,0.01,59,2,6,0
54,27.01,0.59,4.7,3,Free,0.61,20,5,23,2
55,1.54,0.32,2.0,6,Free,0.58,34,4,27,1
32,8.35,0.03,2.7,4,Free,0.52,29,2,11,1
52,2.25,0.75,1.1,1,Free,0.54,16,3,6,0
54,10.11,0.21,4.5,6,Free,0.84,38,4,16,2
44,12.0,1.0,1.6,4,Free,0.32,24,1,14,0
51,,0.42,4.4,1,Premium,0.55,43,3,27,1
53,7.63,0.58,,2,Free,0.68,58,2,13,0
54,17.84,0.87,2.5,6,Free,0.21,38,2,4,0
52,0.66,0.86,1.2,4,Premium,0.92,34,10,1,0
50,3.21,,2.3,6,Basic,0.74,5,2,4,1
22,2.28,0.21,4.6,3,Free,0.05,2,5,4,1
42,35.39,,1.1,3,Free,0.87,35,1,5,2
43,3.95,0.43,2.6,4,Basic,0.93,47,1,13,0
37,10.55,0.19,1.1,2,Free,0.79,46,2,21,1
29,9.23,0.9,,3,Basic,0.43,0,4,5,0
22,1.91,0.2,1.7,1,Free,0.99,33,3,12,0
52,2.18,0.03,2.0,3,Premium,0.12,0,7,6,1
37,2.64,0.02,4.5,4,Basic,0.54,25,3,17,1
20,4.24,0.62,2.7,1,Free,0.17,17,2,3,0
17,2.14,0.86,2.1,3,Free,0.44,35,3,4,0
42,0.16,,3.4,1,Basic,0.93,5,2,25,1
36,16.92,0.32,1.6,4,Free,0.79,10,2,27,2
53,26.96,0.34,2.0,4,Free,0.78,43,2,14,2
30,3.34,0.68,3.2,8,Free,0.35,39,5,22,0
36,,0.06,2.0,5,Basic,0.93,29,6,1,1
25,0.06,0.93,3.7,5,Basic,0.37,13,5,7,0
38,9.12,0.22,3.0,3,Free,0.04,9,4,17,1
54,13.96,1.0,4.1,5,Basic,0.64,56,3,20,1
20,1.27,0.17,4.8,5,Basic,0.36,30,1,24,1
16,1.39,0.77,1.5,2,Premium,0.15,57,6,28,0
28,12.49,0.22,2.3,3,Premium,0.93,54,5,1,0
36,7.66,0.08,2.3,3,Premium,0.64,35,2,1,0
41,0.37,0.87,1.6,5,Premium,0.94,14,3,17,0
60,7.79,0.86,4.2,3,Free,0.58,29,1,6,0
36,2.96,,,4,Free,0.06,47,2,26,0
33,3.68,0.7,,4,Free,0.03,13,3,13,0
52,11.75,0.56,,4,Basic,0.9,46,2,4,0
60,,0.85,1.2,5,Free,0.04,22,1,8,0
47,4.09,0.32,,3,Basic,0.62,16,1,13,1
51,23.52,0.52,4.2,3,Free,0.3,26,4,3,2
32,4.17,0.97,3.3,5,Free,0.69,43,3,0,0
50,,0.35,2.1,7,Free,0.28,12,4,7,1
64,5.29,0.89,3.7,7,Premium,0.04,13,4,21,1
26,18.23,0.17,2.4,4,Free,0.73,25,2,14,2
36,19.07,0.15,3.2,2,Premium,0.31,42,3,24,2
41,0.73,0.86,3.0,5,Free,0.55,10,0,18,0
19,22.05,0.66,2.5,5,Basic,0.77,37,0,9,1
49,13.97,0.19,3.9,4,Free,0.7,0,1,22,2
63,12.54,0.39,4.5,4,Free,0.35,23,3,16,2
33,,0.95,,5,Premium,0.75,19,3,29,0
55,13.08,,4.7,4,Free,0.93,7,5,1,2
50,15.18,0.67,3.0,1,Free,0.61,7,3,4,1
56,2.73,0.94,3.8,4,Basic,0.7,29,3,14,0
44,24.34,0.45,,3,Basic,0.87,17,3,9,2
44,0.41,0.94,2.9,6,Premium,0.84,53,3,29,0
53,1.3,0.74,4.3,4,Basic,0.35,12,2,17,0
57,6.17,0.46,1.7,5,Basic,0.99,57,3,23,0
36,6.86,0.94,1.6,4,Free,0.03,45,0,12,0
57,8.29,0.96,3.6,2,Basic,0.99,46,2,20,0
28,0.14,,,3,Basic,0.25,35,3,29,0
64,25.82,0.88,4.6,3,Free,0.44,18,3,13,2
56,0.36,,3.6,5,Basic,0.88,12,2,24,1
32,1.24,0.3,3.1,9,Free,0.24,40,2,2,0
24,0.11,0.98,2.3,4,Free,0.22,47,7,5,0
56,,0.04,4.9,5,Free,0.64,59,4,19,1
16,21.54,0.04,2.3,6,Free,0.71,25,3,28,2
17,8.77,0.95,4.0,6,Basic,0.01,59,4,22,0
63,13.84,0.68,3.1,6,Free,0.45,8,5,22,2
44,0.11,0.66,3.4,4,Free,0.49,33,2,20,0
48,,0.61,2.6,11,Free,0.27,52,5,11,0
25,4.92,0.85,4.9,6,Free,0.55,30,1,25,1
55,5.53,0.95,3.3,3,Free,0.15,57,1,4,0
36,0.6,0.87,4.8,0,Basic,0.32,41,3,19,0
43,9.23,0.36,1.0,8,Free,0.71,6,7,8,2
26,5.6,0.93,3.3,1,Free,0.87,8,4,6,0
49,11.59,,3.9,6,Basic,0.59,39,2,21,1
23,5.31,0.26,4.0,2,Basic,0.07,25,4,18,1
37,1.29,0.89,,3,Free,0.68,51,2,4,0
23,8.36,0.53,1.0,7,Premium,0.9,50,3,3,0
64,1.51,0.14,1.0,4,Premium,0.5,32,2,20,0
30,16.47,0.59,2.9,3,Free,0.49,32,3,17,1
32,,,1.1,9,Basic,0.99,56,3,4,0
38,1.37,0.05,4.9,2,Free,0.64,51,1,28,1
39,26.23,0.95,1.9,2,Free,0.81,39,5,6,1
60,5.84,,2.9,3,Free,0.65,3,1,25,1
34,0.61,0.88,1.2,3,Premium,0.22,27,3,12,0
20,7.89,0.68,3.1,3,Basic,0.28,53,0,29,0
47,2.34,0.36,2.5,6,Free,0.67,3,3,25,2
59,13.02,0.51,1.2,6,Free,0.46,46,4,15,1
16,13.62,,2.3,10,Free,0.4,33,3,27,2
38,30.89,0.96,2.6,2,Free,0.02,48,5,10,1
52,5.58,1.0,5.0,3,Premium,0.88,39,4,2,0
23,4.86,0.86,,1,Basic,0.88,47,3,3,0
28,11.2,0.92,,3,Free,0.46,5,3,16,1
23,1.14,0.67,4.9,3,Free,0.7,32,5,8,0
38,,0.93,4.2,5,Premium,0.18,4,5,29,1
58,6.32,0.4,5.0,3,Basic,0.5,18,0,18,1
16,0.75,0.86,4.9,3,Free,0.44,17,0,27,0
60,4.33,0.7,3.0,2,Free,0.66,2,1,12,0
39,15.35,0.04,3.8,3,Free,0.47,33,1,27,2
50,15.51,0.91,1.4,2,Premium,0.5,57,6,25,1
39,0.84,,2.8,7,Free,0.3,1,6,11,1
32,0.76,0.46,4.2,2,Free,0.05,0,5,21,1
20,,0.57,3.0,7,Free,0.92,34,5,16,1
35,16.62,0.15,3.8,5,Free,0.01,50,4,12,1
36,1.1,,4.0,5,Basic,0.28,3,2,20,1
55,10.18,0.83,2.0,2,Free,0.45,34,1,10,0
46,0.85,0.02,4.5,1,Free,0.32,7,0,9,0
61,7.81,0.27,2.8,6,Free,0.55,43,2,20,1
51,3.52,0.0,1.8,5,Free,0.46,28,2,26,1
26,12.44,,4.5,4,Free,0.26,35,3,4,1
30,2.13,0.73,2.7,5,Premium,0.09,13,3,16,0
34,,0.8,4.0,5,Free,0.14,41,2,22,0
22,2.15,0.95,3.2,4,Free,0.49,48,1,20,0
43,10.0,0.61,2.5,2,Basic,0.85,29,4,0,0
58,16.55,0.25,4.2,4,Premium,0.1,49,1,15,1
20,,0.92,3.3,5,Free,0.68,6,1,7,0
20,119.4,,2.6,4,Free,0.79,12,4,21,2
45,7.2,0.57,1.4,4,Basic,0.28,21,3,22,1
47,1.09,0.7,4.6,2,Free,0.67,56,2,19,0
23,4.46,0.92,1.1,2,Premium,0.69,44,2,16,0
25,1.4,0.71,4.5,3,Premium,0.71,53,3,7,0
53,9.64,0.37,2.4,5,Basic,0.89,1,2,13,2
62,,0.71,3.6,1,Free,0.4,7,6,16,1
47,0.89,0.04,,3,Free,0.24,56,4,8,0
63,5.64,0.39,1.6,5,Premium,0.54,20,3,5,0
43,13.48,0.41,3.3,1,Basic,0.06,53,4,20,1
32,22.01,0.17,4.1,3,Free,0.33,19,2,29,2
46,5.76,0.02,,6,Free,0.88,10,3,1,1
23,24.01,0.13,3.1,1,Basic,0.53,33,6,29,2
55,6.14,0.65,3.5,3,Premium,0.44,43,2,23,0
40,4.01,0.8,,4,Basic,0.27,4,3,24,1
24,15.08,0.98,4.4,1,Free,0.25,52,1,18,0
17,5.43,0.35,4.0,7,Free,0.24,47,4,12,0
30,5.11,0.6,,4,Free,0.83,29,2,9,0
18,5.39,0.94,,1,Premium,0.99,32,5,23,1
64,15.01,0.17,2.7,8,Free,0.53,11,4,9,2
51,14.27,0.72,1.1,3,Basic,0.08,4,3,14,1
19,4.13,0.86,2.5,2,Free,0.75,0,0,4,0
29,3.24,0.09,1.5,5,Free,0.88,34,1,26,1
56,5.42,0.86,1.5,3,Basic,0.93,58,3,27,0
56,6.8,0.81,,11,Premium,0.63,24,5,28,2
40,2.18,,1.2,6,Free,0.51,3,1,25,2
25,,0.09,,3,Free,0.62,8,3,19,2
36,5.33,0.05,1.3,3,Basic,0.01,53,3,25,0
51,3.25,0.33,1.8,6,Basic,0.66,48,4,24,1
27,0.9,0.89,1.4,2,Basic,0.71,43,2,6,0
42,2.18,0.53,1.3,3,Free,0.72,50,7,27,0
55,23.85,0.27,2.1,7,Basic,0.56,2,1,29,2
17,2.91,0.91,3.3,4,Premium,0.7,29,3,28,0
28,1.48,,4.9,7,Premium,0.64,19,4,12,1
47,4.94,0.05,4.5,5,Basic,0.12,9,3,26,2
46,2.93,0.3,4.5,2,Premium,0.9,19,4,19,1
31,0.29,0.53,1.7,3,Free,0.62,39,3,26,0
47,3.12,0.41,2.1,5,Free,0.73,2,3,20,1
47,6.28,0.27,1.3,7,Basic,0.34,10,1,10,1
49,6.42,0.13,4.1,5,Free,0.92,14,5,27,2
26,3.53,0.82,,9,Premium,0.5,51,3,20,0
25,4.74,0.98,,2,Free,0.68,27,4,1,0
30,26.94,0.33,2.0,5,Free,0.95,43,2,20,2
32,3.79,0.38,2.0,5,Free,0.92,34,4,14,1
55,2.39,0.62,5.0,6,Free,0.64,6,0,26,1
33,2.23,0.72,,0,Basic,0.17,53,3,14,0
24,,0.39,4.3,5,Free,0.95,32,2,18,1
40,11.4,0.9,3.3,3,Free,0.98,41,4,4,0
55,1.85,0.56,4.5,3,Premium,0.1,48,6,16,0
29,9.88,0.45,3.6,3,Free,0.45,37,5,7,0
40,0.17,0.65,4.8,6,Premium,0.55,18,1,24,1
37,4.34,0.95,2.1,3,Free,0.09,56,2,24,0
45,11.96,0.79,3.4,3,Free,0.19,43,2,15,0
35,3.31,0.04,,5,Free,0.54,28,1,14,1
36,6.64,0.33,2.6,2,Basic,0.96,59,3,23,1
59,1.84,0.47,4.5,2,Basic,0.03,1,8,17,1
47,10.84,0.31,4.9,2,Premium,0.91,43,3,17,1
61,0.43,0.7,3.0,3,Free,0.9,18,2,14,0
64,15.31,,2.6,3,Basic,0.86,8,2,9,1
36,1.77,0.73,2.9,7,Free,0.38,59,4,4,0
50,16.6,0.99,4.4,4,Premium,0.49,5,2,21,2
47,3.48,0.27,3.6,3,Premium,0.4,16,2,15,1
45,10.26,,1.2,3,Free,0.95,1,3,20,1
54,3.08,0.98,3.2,4,Free,0.52,38,6,11,0
64,18.91,0.36,1.1,4,Free,0.08,5,4,16,2
27,1.08,0.73,4.1,3,Basic,0.27,13,4,11,0
56,,0.97,,1,Premium,0.46,48,1,0,0
62,,0.92,,4,Premium,0.95,25,6,10,0
33,0.68,0.53,4.2,0,Basic,0.57,17,2,7,0
36,1.75,0.29,1.2,4,Basic,0.7,5,3,27,1
28,23.03,,1.6,6,Free,0.09,11,4,4,2
36,30.0,0.64,2.6,1,Basic,0.88,37,4,7,2
23,3.78,0.21,1.9,4,Free,0.54,21,3,10,0
61,20.54,,,1,Basic,0.92,13,1,27,2
55,,0.43,5.0,5,Free,0.45,12,5,10,1
61,2.51,0.57,4.3,3,Free,0.68,8,1,29,1
22,,0.94,4.5,5,Basic,0.47,49,5,13,0
38,8.6,0.93,4.7,6,Premium,0.14,41,2,13,0
59,,0.53,,4,Basic,0.27,31,3,18,2
47,2.46,0.75,2.2,7,Basic,0.07,9,2,10,0
26,,0.44,1.9,2,Premium,0.44,26,4,20,1
37,0.43,0.75,4.3,5,Free,0.65,13,3,26,1
37,0.97,0.2,3.7,4,Free,0.24,8,3,28,1
58,0.03,0.37,,3,Premium,0.49,8,3,1,0
40,60.2,0.63,2.5,4,Premium,0.46,25,2,7,2
37,12.97,0.02,,6,Free,0.53,56,1,10,1
43,12.36,0.99,3.1,5,Free,0.18,31,4,0,0
44,5.7,0.87,4.6,4,Premium,0.53,40,4,4,0
28,2.85,0.4,2.5,1,Basic,0.36,34,5,22,0
33,1.31,,4.6,4,Free,0.29,25,2,25,1
17,2.68,0.85,,4,Free,0.59,40,3,20,0
44,3.77,0.78,4.0,5,Premium,0.15,44,3,14,0
36,11.29,0.29,4.7,5,Free,0.9,41,2,18,2
30,6.21,,4.6,6,Free,0.93,56,2,28,1
42,0.65,0.89,,3,Basic,0.66,2,2,15,0
46,0.15,0.56,,8,Free,0.3,29,3,3,0
30,,0.16,2.9,5,Free,0.63,28,4,11,0
38,4.23,0.31,2.7,5,Free,0.6,19,2,24,1
39,21.65,0.9,3.6,3,Free,0.39,3,2,4,2
59,8.12,0.69,4.8,3,Premium,0.29,13,4,18,1
28,12.95,0.99,,4,Basic,0.17,44,2,10,0
37,5.02,0.77,2.8,3,Free,0.22,51,5,6,0
58,3.59,0.94,1.8,2,Free,0.65,38,4,5,0
52,0.92,0.22,4.6,3,Free,0.89,20,4,29,2
48,16.7,0.77,4.9,6,Free,0.38,6,3,27,2
18,,0.02,2.9,4,Basic,0.12,5,2,12,2
34,1.47,0.67,1.4,5,Free,0.01,54,4,14,0
38,5.74,0.47,4.1,8,Free,0.41,39,5,2,0
44,5.35,0.35,3.8,2,Premium,0.23,5,2,25,1
45,7.85,0.86,2.4,8,Free,0.32,24,5,2,0
54,23.38,0.85,4.5,6,Free,0.24,3,8,28,2
59,6.94,0.99,4.9,7,Premium,0.66,59,2,3,0
62,6.22,0.86,3.2,3,Premium,0.64,36,0,9,0
40,0.41,0.37,3.3,1,Premium,0.91,56,4,18,0
52,0.52,0.42,2.2,7,Basic,0.7,24,5,5,0
62,1.66,0.83,3.3,3,Premium,0.16,17,2,0,0
23,0.26,0.93,2.8,3,Premium,0.75,33,2,0,0
57,10.88,0.94,,2,Free,0.18,24,2,6,0
31,10.28,0.18,1.3,4,Basic,0.56,21,5,15,2
23,1.17,0.66,,3,Free,0.08,55,1,23,0
16,14.47,0.67,1.8,2,Basic,0.05,45,1,3,0
59,1.35,0.25,3.2,6,Free,0.46,55,3,15,0
20,2.87,0.32,3.4,4,Free,0.1,55,5,6,0
18,2.29,0.83,3.4,2,Free,0.31,13,0,17,0
16,3.73,,2.6,2,Free,0.34,36,2,24,0
19,,0.33,2.7,7,Free,0.77,10,5,14,1
55,5.37,0.53,4.3,3,Basic,0.33,26,2,8,0
50,4.19,0.06,,7,Free,0.49,25,3,10,1
47,,0.21,5.0,3,Basic,0.77,51,3,6,2
57,,0.49,2.8,3,Basic,0.2,34,3,20,0
49,1.23,0.09,3.6,0,Basic,0.8,15,1,6,0
58,0.43,0.84,1.2,6,Free,0.83,51,5,22,0
40,7.86,0.95,3.6,2,Premium,0.99,39,1,2,0
25,0.45,0.94,4.4,2,Basic,0.44,19,0,6,0
36,14.48,0.69,4.8,5,Premium,0.37,14,1,2,1
61,5.74,0.94,5.0,4,Free,0.7,13,1,11,0
54,,0.55,,5,Free,0.06,45,7,2,0
42,,0.6,3.3,4,Free,0.04,7,1,6,0
42,1.5,0.91,2.8,7,Free,0.33,23,3,22,0
17,1.76,0.64,3.3,2,Free,0.73,32,1,5,0
56,,0.03,1.6,4,Premium,0.12,15,4,14,1
63,7.2,,4.4,2,Basic,0.64,26,3,22,1
28,1.89,0.94,4.6,6,Free,0.27,58,5,25,0
24,83.85,0.95,2.8,10,Basic,0.65,27,2,9,0
51,28.08,,2.1,2,Free,0.46,43,1,4,1
37,0.18,0.97,1.6,3,Free,0.12,13,6,8,0
57,,0.99,3.7,7,Basic,0.25,8,5,16,1
41,,0.09,,1,Basic,0.22,45,2,20,1
27,2.82,0.67,4.6,11,Basic,0.16,12,7,29,2
32,1.17,0.28,3.7,4,Free,0.47,50,1,28,0
29,,0.64,3.6,4,Free,0.95,21,5,18,1
29,9.56,0.61,3.2,6,Premium,0.66,29,1,29,2
49,8.24,0.15,1.2,4,Premium,0.84,31,0,23,1
35,12.21,0.21,4.7,3,Free,0.98,15,4,22,2
26,22.18,0.62,3.5,5,Basic,0.54,50,5,27,2
31,9.42,0.13,5.0,5,Free,0.24,24,1,16,1
46,,0.27,,7,Free,0.93,48,2,8,0
21,2.23,0.84,3.8,5,Basic,0.7,22,5,28,1
34,14.77,0.33,1.2,5,Basic,0.96,36,5,20,2
52,1.88,,,6,Premium,0.65,27,4,16,1
19,0.6,0.94,4.1,2,Basic,0.78,2,3,0,0
62,9.72,0.23,4.1,5,Basic,0.89,59,4,7,1
19,4.12,0.39,4.1,5,Free,0.76,58,2,18,0
35,20.21,0.61,1.9,5,Basic,0.56,22,3,8,2
25,8.4,0.98,4.9,5,Premium,0.47,32,2,7,0
39,0.76,0.9,5.0,5,Free,0.82,53,2,5,0
50,23.63,0.92,1.3,3,Free,0.77,38,3,14,1
41,2.39,0.78,4.7,3,Premium,0.37,24,2,14,0
52,3.29,0.23,2.2,4,Free,0.5,24,2,5,0
53,4.12,,3.8,1,Free,0.63,38,4,20,1
36,0.42,0.38,2.4,6,Free,0.03,20,4,14,0
55,5.49,0.14,4.9,1,Free,0.25,54,2,17,0
54,1.05,0.89,1.4,1,Free,0.25,58,1,21,0
36,4.1,0.66,3.0,3,Basic,0.88,30,4,23,1
25,,0.99,2.7,4,Basic,0.33,48,1,5,0
53,11.86,,2.3,2,Basic,0.55,29,3,22,1
61,,0.25,3.6,3,Basic,0.83,38,1,17,1
19,1.33,0.43,,4,Free,0.26,44,2,17,0
60,3.65,0.67,3.9,5,Premium,0.12,59,3,29,0
35,3.74,0.43,4.9,4,Premium,0.95,44,2,18,1
32,1.31,0.44,4.2,4,Free,0.7,41,3,25,1
22,12.81,0.07,4.4,5,Free,0.18,51,0,27,2
19,9.83,0.4,2.4,6,Free,0.82,33,0,22,1
44,1.69,0.76,2.3,4,Free,0.79,37,4,23,0
29,3.65,0.92,3.1,2,Premium,0.84,6,5,19,1
18,0.89,0.41,1.2,5,Free,0.28,26,1,26,0
39,7.92,,,5,Basic,0.45,12,2,25,2
52,1.04,0.7,1.6,3,Free,0.69,28,2,12,0
31,,0.94,4.6,3,Basic,0.39,22,5,10,2
19,12.14,0.27,1.3,3,Free,0.07,7,0,29,2
39,3.96,0.44,4.3,2,Basic,0.14,20,4,14,0
49,6.91,0.8,1.6,3,Premium,0.6,12,5,29,1
45,19.38,0.61,1.2,5,Free,0.38,25,10,5,2
33,6.46,0.11,3.9,5,Free,0.01,42,4,24,1
34,1.53,0.63,2.1,0,Free,0.77,9,1,22,0
46,3.81,0.19,3.9,4,Basic,0.42,28,1,10,0
34,14.82,,3.2,1,Free,0.31,26,2,3,0
64,8.27,,1.4,5,Premium,0.71,55,0,14,0
61,8.42,0.88,4.7,6,Free,0.46,3,3,15,1
34,16.13,0.46,2.8,4,Free,0.69,41,2,23,2
37,17.95,,3.9,0,Basic,0.01,30,0,13,1
39,20.19,0.23,3.0,5,Free,0.01,16,4,23,2
60,0.8,0.87,3.4,4,Basic,0.56,59,2,22,0
27,6.28,0.17,2.2,2,Free,0.98,7,3,4,1
45,10.79,0.43,1.8,4,Premium,0.27,51,2,14,0
53,11.32,0.19,3.2,2,Free,0.68,36,2,25,2
46,7.47,0.77,,5,Basic,0.17,19,3,29,1
51,1.46,0.47,2.6,5,Free,0.31,46,5,27,0
34,143.15,0.35,3.7,4,Free,0.08,54,0,9,0
63,10.19,0.36,3.8,5,Basic,0.88,9,3,5,2
60,0.72,0.85,1.2,2,Free,0.31,50,4,15,0
51,,0.98,2.4,10,Free,0.23,49,3,15,0
45,1.53,0.72,2.6,3,Free,0.73,57,3,25,0
64,3.29,0.9,1.4,1,Free,0.2,43,1,18,0
48,0.15,0.9,1.9,7,Basic,0.24,33,4,2,0
33,4.09,0.33,1.2,3,Premium,0.1,38,0,19,0
64,6.39,0.95,5.0,0,Free,0.96,10,3,17,1
43,7.73,0.02,3.9,7,Premium,0.25,46,5,21,1
62,8.71,0.38,1.3,4,Premium,1.0,11,0,18,1
26,14.48,,1.1,2,Free,0.18,9,6,27,2
60,,0.27,3.9,4,Free,0.02,12,2,29,1
48,1.03,0.27,2.8,5,Free,0.9,53,3,1,0
32,15.26,,4.1,4,Basic,0.58,33,3,8,1
21,1.36,0.61,4.7,4,Free,0.35,55,1,0,0
19,29.43,0.44,3.4,1,Free,0.51,29,2,3,2
35,14.79,0.73,1.7,3,Free,0.26,14,3,24,1
63,5.56,0.89,4.1,4,Basic,0.63,53,3,20,0
62,31.89,0.67,4.8,3,Free,0.62,7,3,29,2
42,0.82,0.2,3.3,4,Basic,0.08,37,4,21,0
30,2.89,0.93,3.7,0,Premium,0.91,35,3,27,0
21,8.13,0.26,2.3,5,Basic,0.46,39,2,3,0
62,3.45,0.93,2.5,3,Free,0.2,51,3,25,0
29,,0.09,,7,Free,0.31,21,1,5,2
